Reference,Master Grant Type Name,Open mode / Directed
100269/Z/12/Z,Investigator Award in Science,Discovery Awards (or equivalent)
100278/Z/12/B,Research Fellowship in H&SS,Discovery Awards (or equivalent)
100278/Z/12/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
100280/Z/12/Z,Investigator Award in Science,Discovery Awards (or equivalent)
100282/Z/12/Z,Investigator Award in Science,Discovery Awards (or equivalent)
100289/Z/12/Z,Investigator Award in Science,Discovery Awards (or equivalent)
100290/Z/12/Z,Investigator Award in Science,Discovery Awards (or equivalent)
100291/B/12/Z,Sanger Resource Collaboration,Directed
100291/Z/12/A,Enhancement,Other
100291/Z/12/Z,Investigator Award in Science,Discovery Awards (or equivalent)
100293/Z/12/Z,Investigator Award in Science,Discovery Awards (or equivalent)
100294/Z/12/Z,Investigator Award in Science,Discovery Awards (or equivalent)
100298/Z/12/A,Enhancement,Other
100298/Z/12/Z,Investigator Award in Science,Discovery Awards (or equivalent)
100308/Z/12/Z,Investigator Award in Science,Discovery Awards (or equivalent)
100320/Z/12/Z,Investigator Award in Science,Discovery Awards (or equivalent)
100321/Z/12/Z,Investigator Award in Science,Discovery Awards (or equivalent)
100326/Z/12/Z,Investigator Award in Science,Discovery Awards (or equivalent)
100327/Z/12/Z,Investigator Award in Science,Discovery Awards (or equivalent)
100329/Z/12/Z,Investigator Award in Science,Discovery Awards (or equivalent)
100387/Z/12/Z,Investigator Award in Science,Discovery Awards (or equivalent)
100388/Z/12/B,Research Fellowship in H&SS,Discovery Awards (or equivalent)
100388/Z/12/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
100388/Z/17/B,Open Access for Terminated Award,Other
100401/Z/12/Z,Investigator Award in Science,Discovery Awards (or equivalent)
100412/Z/12/A,University Award in H&SS,Career Development (or equivalent)
100433/Z/12/Z,University Award in H&SS,Career Development (or equivalent)
100468/Z/12/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
100469/Z/12/A,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
100469/Z/12/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
100470/Z/12/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
100526/Z/12/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
100535/Z/12/Z,Translational Medicine & Therapeutics Programme Clinical PhD Fellow,Other
100553/Z/12/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
100555/Z/12/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
100556/B/12/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
100556/Z/12/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
100561/Z/12/B,Provision for Public Engagement,Other
100561/Z/12/Z,University Award in H&SS,Career Development (or equivalent)
100562/Z/12/A,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
100562/Z/12/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
100563/Z/12/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
100564/Z/12/A,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
100564/Z/12/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
100565/Z/12/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
100566/Z/12/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
100577/Z/12/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
100586/Z/12/A,Investigator Award in H&SS,Discovery Awards (or equivalent)
100586/Z/12/Z,Investigator Award in H&SS,Discovery Awards (or equivalent)
100586/Z/20/B,Open Access for Terminated Award,Other
100591/Z/12/B,Provision for Public Engagement,Other
100591/Z/12/Z,Investigator Award in H&SS,Discovery Awards (or equivalent)
100597/Z/12/Z,Investigator Award in H&SS,Discovery Awards (or equivalent)
100597/Z/20/A,Open Access for Terminated Award,Other
100601/Z/12/A,Investigator Award in H&SS,Discovery Awards (or equivalent)
100601/Z/12/Z,Investigator Award in H&SS,Discovery Awards (or equivalent)
100606/Z/12/A,Provision for Public Engagement,Other
100606/Z/12/Z,Investigator Award in H&SS,Discovery Awards (or equivalent)
100609/Z/12/Z,Research Resources Award,Directed
100618/Z/12/Z,Investigator Award in H&SS,Discovery Awards (or equivalent)
100670/Z/12/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
100671/Z/12/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
100673/Z/12/A,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
100673/Z/12/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
100674/Z/12/A,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
100674/Z/12/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
100675/Z/12/A,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
100675/Z/12/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
100676/Z/12/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
100677/Z/12/A,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
100677/Z/12/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
100678/Z/12/A,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
100678/Z/12/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
100679/Z/12/A,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
100679/Z/12/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
100705/Z/12/Z,Investigator Award in H&SS,Discovery Awards (or equivalent)
100709/A/12/Z,Investigator Award in H&SS,Discovery Awards (or equivalent)
100709/Z/12/Z,Investigator Award in H&SS,Discovery Awards (or equivalent)
100713/Z/12/A,Investigator Award in H&SS,Discovery Awards (or equivalent)
100713/Z/19/B,Open Access for Terminated Award,Other
100722/Z/12/Z,Research Resources Award,Directed
100723/Z/12/A,Research Resources Award,Directed
100723/Z/12/B,Research Resources Award,Directed
100724/Z/12/Z,Research Resources Award,Directed
100725/Z/12/A,Research Resources Award,Directed
100725/Z/12/B,Provision for Public Engagement,Other
100726/Z/12/Z,Research Resources Scoping Award,Other
100730/Z/12/Z,Research Resources Award,Directed
100731/Z/12/Z,Research Resources Award,Directed
100732/Z/12/A,Research Resources Award,Directed
100732/Z/12/Z,Research Resources Award,Directed
100745/Z/12/Z,Research Resources Scoping Award,Other
100780/Z/13/Z,Translational Medicine & Therapeutics Programme Clinical PhD Fellow,Other
100910/B/13/Z,Sanger Resource Collaboration,Directed
100910/C/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
100910/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
100954/Z/13/A,Enhancement,Other
100954/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
100955/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
100958/Z/13/A,Enhancement,Other
100958/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
100963/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
100973/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
100974/B/13/Z,Sanger Resource Collaboration,Directed
100974/C/13/A,Provision for Public Engagement,Other
100974/C/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
100974/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
100980/B/13/Z,International Recruitment Supplement,Other
100980/C/13/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
100981/Z/13/A,Enhancement,Other
100981/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
100993/B/13/Z,International Recruitment Supplement,Other
100993/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
100999/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
101009/Z/13/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
101010/B/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
101010/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
101012/Z/13/Z,Health Innovation Challenge Fund Award,Other
101014/Z/13/Z,Research Resources Scoping Award,Other
101020/Z/13/A,Enhancement,Other
101020/Z/13/B,Research Enrichment - Public Engagement,Other
101020/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
101022/Z/13/A,Enhancement,Other
101022/Z/13/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
101029/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
101033/B/13/Z,International Recruitment Supplement,Other
101033/C/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
101035/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
101050/Z/13/A,Strategic Support: Science,Directed
101050/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
101052/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
101054/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
101067/B/13/Z,International Recruitment Supplement,Other
101067/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
101069/Z/13/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
101073/Z/13/Z,International Intermediate Fellowship,Career Development (or equivalent)
101085/Z/13/Z,International Training Fellowship,Early Career (or equivalent)
101103/Z/13/Z,International Intermediate Fellowship,Career Development (or equivalent)
101104/Z/13/Z,International Training Fellowship,Early Career (or equivalent)
101106/Z/13/A,Strategic Award - Science,Directed
101106/Z/13/Z,Strategic Award - Science,Directed
101166/Z/13/Z,International Training Fellowship,Early Career (or equivalent)
101195/Z/13/A,Research Enrichment - Open Research,Other
101195/Z/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
101200/A/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
101200/Z/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
101208/Z/13/A,Enhancement,Other
101208/Z/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
101222/A/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
101222/Z/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
101225/Z/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
101234/Z/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
101237/A/13/Z,Residual Award,Other
101237/Z/13/B,Sir Henry Dale Fellowship Extension,Career Development (or equivalent)
101237/Z/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
101239/A/13/Z,Sanger Resource Collaboration,Directed
101239/Z/13/A,Enhancement,Other
101239/Z/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
101241/B/13/Z,Sanger Resource Collaboration,Directed
101241/Z/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
101242/A/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
101242/Z/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
101261/Z/13/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
101272/Z/13/A,Enhancement,Other
101272/Z/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
101285/Z/13/A,Sir Henry Dale Fellowship,Career Development (or equivalent)
101285/Z/13/B,Sir Henry Dale Fellowship Extension,Career Development (or equivalent)
101285/Z/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
101372/Z/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
101441/Z/13/Z,Research Resources Scoping Award,Other
101445/Z/13/Z,Biomedical Resources Grant,Directed
101454/A/13/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
101454/Z/13/A,Research Fellowship in H&SS,Discovery Awards (or equivalent)
101454/Z/13/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
101477/Z/13/Z,Biomedical Resources Grant,Directed
101480/Z/13/Z,Biomedical Resources Grant,Directed
101489/Z/13/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
101502/Z/13/Z,Biomedical Resources Grant,Directed
101503/B/13/Z,Sanger Resource Collaboration,Directed
101503/Z/13/Z,Biomedical Resources Grant,Directed
101506/Z/13/Z,Biomedical Resources Grant,Directed
101521/Z/13/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
101521/Z/17/A,Open Access for Terminated Award,Other
101521/Z/19/B,Open Access for Terminated Award,Other
101538/Z/13/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
101540/A/13/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
101540/Z/13/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
101550/Z/13/Z,Biomedical Resources Grant,Directed
101550/Z/22/A,Open Access for Terminated Award,Other
101550/Z/23/B,Open Access for Terminated Award,Other
101554/Z/13/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
101555/Z/13/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
101556/Z/13/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
101563/Z/13/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
101581/Z/13/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
101581/Z/18/A,Open Access for Terminated Award,Other
101582/A/13/Z,Biomedical Resources Grant,Directed
101582/Z/13/Z,Biomedical Resources Grant,Directed
101585/Z/13/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
101590/Z/13/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
101594/Z/13/Z,Biomedical Resources Grant,Directed
101597/Z/13/Z,Biomedical Resources Grant,Directed
101598/Z/13/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
101609/Z/13/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
101614/Z/13/A,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
101614/Z/13/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
101636/Z/13/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
101651/Z/13/Z,Biomedical Resources Grant,Directed
101719/Z/13/Z,Research Training Fellowship,Early Career (or equivalent)
101748/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
101788/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
101791/Z/13/Z,Research Resources Scoping Award,Other
101794/Z/13/B,Enhancement,Other
101794/Z/13/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
101794/Z/16/C,Open Access for Terminated Award,Other
101798/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
101799/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
101815/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
101821/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
101824/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
101828/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
101842/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
101844/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
101849/Z/13/A,Enhancement,Other
101849/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
101861/Z/13/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
101863/Z/13/Z,Senior Research Fellowship Basic Renewal,Discovery Awards (or equivalent)
101873/A/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
101873/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
101880/C/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
101880/D/13/Z,International Recruitment Supplement,Other
101885/B/13/Z,International Recruitment Supplement,Other
101885/C/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
101893/Z/13/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
101908/B/13/Z,International Recruitment Supplement,Other
101908/Z/13/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
101910/Z/13/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
101911/Z/13/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
101936/Z/13/Z,PhD Studentship in H&SS,Other
101937/Z/13/Z,PhD Studentship in H&SS,Other
101941/Z/13/Z,PhD Studentship in H&SS,Other
101953/Z/13/Z,PhD Studentship in H&SS,Other
101955/Z/13/Z,PhD Studentship in H&SS,Other
101955/Z/19/A,Open Access for Terminated Award,Other
101961/Z/13/Z,PhD Studentship in H&SS,Other
101969/Z/13/Z,PhD Studentship in H&SS,Other
101976/Z/13/Z,PhD Studentship in H&SS,Other
101988/Z/13/Z,PhD Studentship in H&SS,Other
101990/Z/13/Z,PhD Studentship in H&SS,Other
102019/Z/13/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
102034/Z/13/Z,Research Resources Award,Directed
102036/Z/13/Z,Research Resources Award,Directed
102040/Z/13/A,Research Resources Award,Directed
102040/Z/13/B,Research Resources Award,Directed
102040/Z/13/Z,Research Resources Award,Directed
102043/Z/13/Z,Research Resources Award,Directed
102049/Z/13/A,PhD Programme (Clinical),Directed
102049/Z/13/B,PhD Programme (Clinical),Directed
102049/Z/13/C,PhD Programme (Clinical),Directed
102049/Z/13/Z,PhD Programme (Clinical),Directed
102144/Z/13/A,PhD Programme (Clinical),Directed
102144/Z/13/B,PhD Programme (Clinical),Directed
102144/Z/13/C,PhD Programme (Clinical),Directed
102144/Z/13/Z,PhD Programme (Clinical),Directed
102157/Z/13/A,PhD Programme (Clinical),Directed
102157/Z/13/B,PhD Programme (Clinical),Directed
102157/Z/13/C,PhD Programme (Clinical),Directed
102157/Z/13/Z,PhD Programme (Clinical),Directed
102176/B/13/Z,PhD Programme (Clinical),Directed
102176/Z/13/A,PhD Programme (Clinical),Directed
102176/Z/13/B,PhD Programme (Clinical),Directed
102176/Z/13/C,PhD Programme (Clinical),Directed
102176/Z/13/Z,PhD Programme (Clinical),Directed
102186/B/13/Z,PhD Programme (Clinical),Directed
102186/Z/13/A,PhD Programme (Clinical),Directed
102186/Z/13/B,PhD Programme (Clinical),Directed
102186/Z/13/C,PhD Programme (Clinical),Directed
102186/Z/13/Z,PhD Programme (Clinical),Directed
102288/Z/13/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
102290/Z/13/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
102291/Z/13/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
102330/Z/13/Z,International Training Fellowship,Early Career (or equivalent)
102341/Z/13/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
102342/Z/13/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
102350/Z/13/Z,International Intermediate Fellowship,Career Development (or equivalent)
102353/Z/13/A,Research Resources Scoping Award,Other
102353/Z/13/Z,Research Resources Scoping Award,Other
102368/Z/13/Z,International Training Fellowship,Early Career (or equivalent)
102419/Z/13/A,Translational Medicine & Therapeutics Programme Clinical PhD Fellow,Other
102429/Z/13/Z,International Training Fellowship,Early Career (or equivalent)
102464/Z/13/A,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
102464/Z/13/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
102465/Z/13/A,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
102465/Z/13/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
102466/Z/13/A,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
102466/Z/13/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
102468/Z/13/Z,International Training Fellowship,Early Career (or equivalent)
102503/Z/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
102507/Z/13/A,Sir Henry Dale Fellowship,Career Development (or equivalent)
102507/Z/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
102512/Z/13/Z,International Training Fellowship,Early Career (or equivalent)
102513/Z/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
102521/Z/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
102531/A/13/A,Residual Award,Other
102531/B/13/A,Residual Award,Other
102531/Z/13/A,Sir Henry Dale Fellowship Extension,Career Development (or equivalent)
102531/Z/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
102535/A/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
102535/Z/13/A,Sir Henry Dale Fellowship Extension,Career Development (or equivalent)
102535/Z/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
102541/A/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
102541/Z/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
102543/Z/13/Z,International Training Fellowship,Early Career (or equivalent)
102549/Z/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
102560/Z/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
102584/Z/13/A,Enhancement,Other
102584/Z/13/B,Sir Henry Dale Fellowship Extension,Career Development (or equivalent)
102584/Z/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
102595/Z/13/A,Translational Medicine & Therapeutics Programme Clinical PhD Fellow,Other
102595/Z/13/Z,Translational Medicine & Therapeutics Programme Clinical PhD Fellow,Other
102612/A/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
102612/Z/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
102645/Z/13/Z,Strategic Award - Science,Directed
102705/A/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
102705/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
102728/Z/13/Z,Translational Medicine & Therapeutics Programme Clinical PhD Fellow,Other
102731/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
102758/Z/13/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
102759/Z/13/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
102770/Z/13/B,Enhancement,Other
102770/Z/13/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
102803/Z/13/Z,Intermediate Clinical Fellowship,Career Development (or equivalent)
102807/Z/13/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
102811/Z/13/Z,Principal Research Fellowship Renewal,Discovery Awards (or equivalent)
102817/Z/13/A,Enhancement,Other
102817/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
102820/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
102828/Z/13/A,Enhancement,Other
102828/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
102836/Z/13/A,Enhancement,Other
102836/Z/13/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
102838/Z/13/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
102839/Z/13/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
102845/Z/13/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
102849/A/13/Z,Residual Award,Other
102849/Z/13/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
102851/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
102853/B/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
102853/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
102857/Z/13/A,Enhancement,Other
102857/Z/13/Z,Sir Henry Dale Fellowship,Career Development (or equivalent)
102871/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
102889/Z/13/C,Research Enrichment - Public Engagement,Other
102889/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
102890/Z/13/A,Enhancement,Other
102890/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
102892/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
102894/B/13/Z,International Recruitment Supplement,Other
102894/Z/13/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
102895/Z/13/A,Research Enrichment - Public Engagement,Other
102895/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
102898/B/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
102898/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
102905/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
102908/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
102915/Z/13/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
102919/Z/13/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
102942/Z/13/A,Investigator Award in Science,Discovery Awards (or equivalent)
102942/Z/13/B,Sanger Resource Collaboration,Directed
102943/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
102944/B/13/Z,International Recruitment Supplement,Other
102944/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
102961/Z/13/A,Enhancement,Other
102961/Z/13/B,Research Enrichment - Diversity and Inclusion,Other
102961/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
102972/A/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
102972/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
102974/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
102975/Z/13/A,Enhancement,Other
102975/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
102979/Z/13/Z,Investigator Award in Science,Discovery Awards (or equivalent)
103000/Z/13/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
103034/Z/13/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
103040/Z/13/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
103044/Z/13/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
103046/Z/13/A,Provision for Public Engagement,Other
103046/Z/13/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
103060/Z/13/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
103068/Z/13/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
103094/Z/13/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
103095/Z/13/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
103101/Z/13/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
103101/Z/19/A,Open Access for Terminated Award,Other
103139/Z/13/Z,Senior Research Fellowship Basic Renewal,Discovery Awards (or equivalent)
103145/Z/13/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
103156/B/13/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
103156/Z/13/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
103159/Z/13/A,Research Fellowship in H&SS,Discovery Awards (or equivalent)
103159/Z/13/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
103171/Z/13/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
103177/Z/13/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
103184/Z/13/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
103191/A/13/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
103191/Z/13/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
103195/Z/13/A,Provision for Public Engagement,Other
103195/Z/13/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
103197/Z/13/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
103203/Z/13/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
103261/Z/13/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
103298/Z/13/Z,Research Resources Scoping Award,Other
103309/Z/13/Z,Research Resources Scoping Award,Other
103317/Z/13/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
103319/Z/13/A,Investigator Award in H&SS,Discovery Awards (or equivalent)
103319/Z/13/Z,Investigator Award in H&SS,Discovery Awards (or equivalent)
