Reference,Master Grant Type Name,Open mode / Directed
090818/Z/09/Z,Research Resources Award,Directed
090828/Z/09/Z,Research Resources Award,Directed
090831/Z/09/Z,Research Resources Award,Directed
090842/Z/09/Z,Research Resources Award,Directed
090843/C/09/Z,Wellcome Trust Centre,Directed
090843/D/09/Z,Wellcome Trust Centre,Directed
090843/E/09/A,Wellcome Trust Centre,Directed
090843/E/09/Z,Wellcome Trust Centre,Directed
090843/F/09/Z,Wellcome Trust Centre,Directed
090843/Z/09/Z,Wellcome Trust Centre,Directed
090844/Z/09/Z,Research Resources Award,Directed
090851/Z/09/Z,Research Resources Award,Directed
090895/Z/09/A,Enhancement,Other
090895/Z/09/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
090899/B/09/A,Enhancement,Other
090899/B/09/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
090899/Z/09/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
090903/Z/09/A,Enhancement,Other
090903/Z/09/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
090904/B/09/B,Senior Research Fellowship Basic Renewal,Discovery Awards (or equivalent)
090904/B/09/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
090904/Z/09/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
090907/Z/09/A,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
090907/Z/09/B,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
090907/Z/20/C,Open Access for Terminated Award,Other
090924/Z/09/A,Enhancement,Other
090924/Z/09/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
090944/Z/09/A,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
090944/Z/09/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
090950/Z/09/Z,Translational Medicine & Therapeutics Programme Clinical PhD Fellow,Other
090952/Z/09/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
090953/Z/09/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
090954/Z/09/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
090955/Z/09/A,Enhancement,Other
090955/Z/09/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
091030/Z/09/Z,International Training Fellowship,Early Career (or equivalent)
091077/Z/09/B,Senior Research Fellowship in PH&TM,Discovery Awards (or equivalent)
091077/Z/09/Z,Senior Research Fellowship in PH&TM,Discovery Awards (or equivalent)
091143/Z/10/Z,International Training Fellowship,Early Career (or equivalent)
091285/B/10/Z,Technology Development Grant,Discovery Awards (or equivalent)
091285/Z/10/Z,Technology Development Grant,Discovery Awards (or equivalent)
091296/Z/10/Z,Technology Development Grant,Discovery Awards (or equivalent)
091369/Z/10/Z,Technology Development Grant,Discovery Awards (or equivalent)
091540/B/10/Z,Project Grant,Other
091540/Z/10/Z,Project Grant,Other
091551/Z/10/A,Enhancement,Other
091551/Z/10/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
091561/Z/10/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
091593/Z/10/A,Wellcome Trust Centre,Directed
091593/Z/10/Z,Wellcome Trust Centre,Directed
091617/Z/10/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
091625/Z/10/A,Clinical Excellence Award,Other
091625/Z/10/B,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
091625/Z/10/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
091648/Z/10/Z,University Award in H&SS,Career Development (or equivalent)
091648/Z/17/A,Open Access for Terminated Award,Other
091650/B/10/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
091650/Z/10/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
091650/Z/19/A,Open Access for Terminated Award,Other
091658/Z/10/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
091661/Z/10/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
091673/Z/10/A,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
091673/Z/10/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
091675/Z/10/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
091730/Z/10/Z,Senior Research Fellowship Clinical,Discovery Awards (or equivalent)
091772/Z/10/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
091795/B/10/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
091795/Z/10/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
091835/B/10/Z,Biomedical Resources Grant,Directed
091835/Z/10/Z,Biomedical Resources Grant,Directed
091855/B/10/Z,Biomedical Resources Grant,Directed
091855/Z/10/A,Biomedical Resources Grant,Directed
091892/Z/10/Z,Technology Development Grant,Discovery Awards (or equivalent)
091901/B/10/Z,Technology Development Grant,Discovery Awards (or equivalent)
091901/Z/10/Z,Technology Development Grant,Discovery Awards (or equivalent)
091918/Z/10/Z,Research Resources Award,Directed
091987/Z/10/Z,Research Resources Award,Directed
092076/Z/10/A,People Award,Other
092076/Z/10/B,People Award,Other
092076/Z/10/C,Enhancement,Other
092076/Z/10/D,Provision for Public Engagement,Other
092076/Z/10/E,Enhancement,Other
092076/Z/10/F,Wellcome Trust Centre,Directed
092076/Z/10/Z,Wellcome Trust Centre,Directed
092096/B/10/Z,Recruitment Enhancement,Other
092096/Z/10/A,Wellcome Trust Centre,Directed
092096/Z/10/Z,Wellcome Trust Centre,Directed
092193/Z/10/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
092197/Z/10/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
092200/Z/10/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
092201/Z/10/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
092205/Z/10/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
092208/Z/10/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
092217/B/10/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
092217/Z/10/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
092255/Z/10/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
092255/Z/15/B,Open Access for Terminated Award,Other
092272/Z/10/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
092280/Z/10/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
092311/Z/10/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
092320/Z/10/Z,Open Access for Terminated Award,Other
092334/Z/10/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
092381/Z/10/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
092436/Z/10/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
092437/Z/10/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
092438/Z/10/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
092441/Z/10/Z,Sir Henry Wellcome Postdoctoral Fellowship,Early Career (or equivalent)
092573/Z/10/Z,Technology Development Grant,Discovery Awards (or equivalent)
092719/B/10/A,University Award in H&SS,Career Development (or equivalent)
092719/Z/10/A,Project funding: Inactive scheme,Other
092749/Z/10/Z,Biomedical Resources Grant,Directed
092851/Z/10/A,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
092851/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
092852/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
092853/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
092854/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
092855/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
092891/Z/10/Z,Research Resources Award,Directed
092906/Z/10/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
092988/Z/10/Z,PhD Studentship in H&SS,Other
092990/Z/10/Z,PhD Studentship in H&SS,Other
092991/Z/10/Z,PhD Studentship in H&SS,Other
092991/Z/16/A,Open Access for Terminated Award,Other
093058/Z/10/Z,PhD Studentship in H&SS,Other
093058/Z/17/A,Open Access for Terminated Award,Other
093059/Z/10/Z,Biomedical Resources Grant,Directed
093059/Z/17/A,Open Access for Terminated Award,Other
093073/Z/10/Z,PhD Studentship in H&SS,Other
093090/Z/10/Z,PhD Studentship in H&SS,Other
093205/Z/10/Z,Equipment & Resources: Inactive Scheme,Other
093346/Z/10/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
093378/Z/10/Z,Biomedical Resources Grant,Directed
093389/Z/10/B,Technology Development Grant,Discovery Awards (or equivalent)
093389/Z/10/Z,Technology Development Grant,Discovery Awards (or equivalent)
093686/Z/10/Z,PhD Studentship in H&SS,Other
093727/Z/10/A,International Intermediate Fellowship,Career Development (or equivalent)
093727/Z/10/B,Provision for Public Engagement,Other
093727/Z/10/Z,International Intermediate Fellowship,Career Development (or equivalent)
093738/Z/10/Z,Research Resources Award,Directed
093739/Z/10/Z,Research Resources Award,Directed
093740/Z/10/Z,Research Resources Award,Directed
093741/Z/10/Z,Research Resources Award,Directed
093755/Z/10/Z,International Training Fellowship,Early Career (or equivalent)
093762/Z/10/Z,Research Resources Award,Directed
093802/Z/10/Z,PhD Studentship in H&SS,Other
093811/A/10/Z,Research Career Development Fellowship,Career Development (or equivalent)
093811/Z/10/Z,Research Career Development Fellowship,Career Development (or equivalent)
093883/Z/10/Z,Translational Medicine & Therapeutics Programme Clinical PhD Fellow,Other
093884/Z/10/A,Translational Medicine & Therapeutics Programme Clinical PhD Fellow,Other
093884/Z/10/Z,Translational Medicine & Therapeutics Programme Clinical PhD Fellow,Other
093885/Z/10/A,Translational Medicine & Therapeutics Programme Clinical PhD Fellow,Other
093885/Z/10/Z,Translational Medicine & Therapeutics Programme Clinical PhD Fellow,Other
093956/Z/10/A,Clinical Excellence Award,Other
093956/Z/10/B,Principal Research Fellowship Renewal,Discovery Awards (or equivalent)
093956/Z/10/C,Clinical Excellence Award,Other
093956/Z/10/Z,Principal Research Fellowship Renewal,Discovery Awards (or equivalent)
093989/Z/10/A,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
093989/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
093990/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
093991/Z/10/A,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
093991/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
093992/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
094013/B/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
094013/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
094014/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
094015/Z/10/A,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
094015/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
094016/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
094017/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
094027/Z/10/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
094114/Z/10/Z,Technology Development Grant,Discovery Awards (or equivalent)
094154/Z/10/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
094154/Z/17/A,Open Access for Terminated Award,Other
094182/Z/10/Z,Biomedical Resources Grant,Directed
094205/Z/10/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
094242/Z/10/Z,Biomedical Resources Grant,Directed
094245/B/10/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
094245/Z/10/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
094270/Z/10/Z,Biomedical Resources Grant,Directed
094297/Z/10/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
094342/Z/10/Z,Technology Development Grant,Discovery Awards (or equivalent)
094357/A/10/Z,Technology Development Grant,Discovery Awards (or equivalent)
094357/Z/10/Z,Technology Development Grant,Discovery Awards (or equivalent)
094370/B/10/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
094370/Z/10/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
094386/Z/10/Z,Biomedical Resources Grant,Directed
094414/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
094415/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
094416/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
094417/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
094418/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
094446/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
094447/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
094448/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
094449/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
094450/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
094470/Z/10/Z,Biomedical Resources Grant,Directed
094604/Z/10/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
094766/Z/10/Z,Research Resources Award,Directed
094779/Z/10/A,Translational Medicine & Therapeutics Programme Clinical PhD Fellow,Other
094779/Z/10/Z,Translational Medicine & Therapeutics Programme Clinical PhD Fellow,Other
094790/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
094791/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
094792/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
094793/Z/10/A,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
094793/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
094794/Z/10/Z,PhD Training Fellowship for Clinicians,Early Career (or equivalent)
094822/Z/10/Z,Technology Development Grant,Discovery Awards (or equivalent)
094846/Z/10/Z,Biomedical Resources Grant,Directed
094882/Z/10/Z,Project Grant,Other
094910/Z/10/Z,Research Fellowship in H&SS,Discovery Awards (or equivalent)
094982/Z/10/Z,Research Resources Award,Directed
094985/Z/10/Z,Research Resources Award,Directed
095021/Z/10/A,Enhancement,Other
095021/Z/10/Z,Principal Research Fellowship Renewal,Discovery Awards (or equivalent)
095033/Z/10/Z,Translational Medicine & Therapeutics Programme Clinical PhD Fellow,Other
095034/Z/10/Z,Translational Medicine & Therapeutics Programme Clinical PhD Fellow,Other
095061/Z/10/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
095068/Z/10/Z,International Training Fellowship,Early Career (or equivalent)
095101/Z/10/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
095127/Z/10/Z,International Intermediate Fellowship,Career Development (or equivalent)
095139/Z/10/Z,Research Resources Award,Directed
095142/Z/10/Z,Research Resources Award,Directed
095144/Z/10/Z,Research Resources Award,Directed
095147/Z/10/Z,International Intermediate Fellowship,Career Development (or equivalent)
095183/B/10/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
095183/Z/10/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
095198/Z/10/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
095201/B/10/Z,Sanger Resource Collaboration,Directed
095201/Z/10/A,Enhancement,Other
095201/Z/10/Z,Senior Research Fellowship Basic,Discovery Awards (or equivalent)
095219/Z/10/B,Biomedical Resources Grant,Directed
095219/Z/10/Z,Biomedical Resources Grant,Directed
095224/Z/11/Z,Translational Medicine & Therapeutics Programme Clinical PhD Fellow,Other
095225/Z/11/A,Translational Medicine & Therapeutics Programme Clinical PhD Fellow,Other
095225/Z/11/Z,Translational Medicine & Therapeutics Programme Clinical PhD Fellow,Other
095275/Z/11/Z,Research Resources Scoping Award,Other
095369/Z/11/Z,Research Resources Scoping Award,Other
095388/Z/11/Z,Research Resources Scoping Award,Other
095484/Z/11/Z,Investigator Award in Science,Discovery Awards (or equivalent)
095507/Z/11/A,Enhancement,Other
095507/Z/11/Z,Investigator Award in Science,Discovery Awards (or equivalent)
095514/Z/11/Z,Investigator Award in Science,Discovery Awards (or equivalent)
095515/Z/11/Z,Investigator Award in Science,Discovery Awards (or equivalent)
095518/B/11/Z,Investigator Award in Science,Discovery Awards (or equivalent)
095518/Z/11/Z,Investigator Award in Science,Discovery Awards (or equivalent)
095519/B/11/Z,Investigator Award in Science,Discovery Awards (or equivalent)
